title,Award Number,year,creator
IN VITRO AND IN VIVO EFFICACY OF TOPICAL ANTI-HIV VIRUCIDAL STRATEGIES,P01AI037829,1995,"WIGDAHL, BRIAN;"
DEVELOPMENT OF C31G AS A TOPICAL MICROBICIDE,P01AI037829,1995,"MALAMUD, DANIEL;"
IN VITRO AND IN VIVO EFFICACY OF TOPICAL ANTI-HIV VIRUCIDAL STRATEGIES,P01AI037829,1996,"WIGDAHL, BRIAN;"
ANALYSIS OF MICROBICIDES IN MODEL SYSTEMS,P01AI037829,1996,"HEYNER, SUSAN;"
DEVELOPMENT OF C31G AS A TOPICAL MICROBICIDE,P01AI037829,1996,"MALAMUD, DANIEL;"
MICROBICIDES IN MODEL SYSTEMS,P01AI037829,1997,"HOWETT, MARY K. KATHERINE;"
ANALYSIS OF MICROBICIDES IN MODEL SYSTEMS,P01AI037829,1997,"HEYNER, SUSAN;"
IN VITRO AND IN VIVO EFFICACY OF TOPICAL ANTI-HIV VIRUCIDAL STRATEGIES,P01AI037829,1997,"WIGDAHL, BRIAN;"
DEVELOPMENT OF C31G AS A TOPICAL MICROBICIDE,P01AI037829,1997,"MALAMUD, DANIEL;"
DEVELOPMENT OF C31G AS A TOPICAL MICROBICIDE,P01AI037829,1998,"MALAMUD, DANIEL;"
ANALYSIS OF MICROBICIDES IN MODEL SYSTEMS,P01AI037829,1998,"HEYNER, SUSAN;"
MICROBICIDES IN MODEL SYSTEMS,P01AI037829,1998,"HOWETT, MARY K. KATHERINE;"
IN VITRO AND IN VIVO EFFICACY OF TOPICAL ANTI-HIV VIRUCIDAL STRATEGIES,P01AI037829,1998,"WIGDAHL, BRIAN;"
EFFICACY OF MICROBICIDES IN CHLAMYDIA TRACHOMATIS,P01AI037829,1999,"WYRICK, PRISCILLA B.;"
IN VITRO AND IN VIVO EFFICACY OF TOPICAL ANTI-HIV VIRUCIDAL STRATEGIES,P01AI037829,1999,"WIGDAHL, BRIAN;"
TOPICAL THERAPY FOR HSV-2 INFECTION OF THE GENITAL TRACT,P01AI037829,1999,"HOWETT, MARY K. KATHERINE;"
MICROBICIDES IN MODEL SYSTEMS,P01AI037829,1999,"HOWETT, MARY K. KATHERINE;"
IN VIVO MODELS FOR HUMAN GENITAL TISSUES AND SEXUALLY TRANSMITTED DISEASES,P01AI037829,1999,"HOWETT, MARY K. KATHERINE;"
IN VIVO MODELS FOR HUMAN GENITAL TISSUES AND SEXUALLY TRANSMITTED DISEASES,P01AI037829,2000,"HOWETT, MARY K. KATHERINE;"
MICROBICIDES IN MODEL SYSTEMS,P01AI037829,2000,"HOWETT, MARY K. KATHERINE;"
IN VITRO AND IN VIVO EFFICACY OF TOPICAL ANTI-HIV VIRUCIDAL STRATEGIES,P01AI037829,2000,"WIGDAHL, BRIAN;"
TOPICAL THERAPY FOR HSV-2 INFECTION OF THE GENITAL TRACT,P01AI037829,2000,"HOWETT, MARY K. KATHERINE;"
EFFICACY OF MICROBICIDES IN CHLAMYDIA TRACHOMATIS,P01AI037829,2000,"WYRICK, PRISCILLA B.;"
IN VITRO AND IN VIVO EFFICACY OF TOPICAL ANTI-HIV VIRUCIDAL STRATEGIES,P01AI037829,2001,"WIGDAHL, BRIAN;"
TOPICAL THERAPY FOR HSV-2 INFECTION OF THE GENITAL TRACT,P01AI037829,2001,"HOWETT, MARY K. KATHERINE;"
IN VIVO MODELS FOR HUMAN GENITAL TISSUES AND SEXUALLY TRANSMITTED DISEASES,P01AI037829,2001,"HOWETT, MARY K. KATHERINE;"
EFFICACY OF MICROBICIDES IN CHLAMYDIA TRACHOMATIS,P01AI037829,2001,"WYRICK, PRISCILLA B.;"
MICROBICIDES IN MODEL SYSTEMS,P01AI037829,2001,"HOWETT, MARY K. KATHERINE;"
IN VIVO MODELS FOR HUMAN GENITAL TISSUES AND SEXUALLY TRANSMITTED DISEASES,P01AI037829,2001,"HOWETT, MARY K. KATHERINE;"
TOPICAL THERAPY FOR HSV-2 INFECTION OF THE GENITAL TRACT,P01AI037829,2001,"HOWETT, MARY K. KATHERINE;"
EFFICACY OF MICROBICIDES IN CHLAMYDIA TRACHOMATIS,P01AI037829,2001,"WYRICK, PRISCILLA B.;"
MICROBICIDES IN MODEL SYSTEMS,P01AI037829,2001,"HOWETT, MARY K. KATHERINE;"
IN VITRO AND IN VIVO EFFICACY OF TOPICAL ANTI-HIV VIRUCIDAL STRATEGIES,P01AI037829,2001,"WIGDAHL, BRIAN;"
MICROBICIDES IN MODEL SYSTEMS,P01AI037829,2002,"HOWETT, MARY K. KATHERINE;"
IN VITRO AND IN VIVO EFFICACY OF TOPICAL ANTI-HIV VIRUCIDAL STRATEGIES,P01AI037829,2002,"WIGDAHL, BRIAN;"
TOPICAL THERAPY FOR HSV-2 INFECTION OF THE GENITAL TRACT,P01AI037829,2002,"HOWETT, MARY K. KATHERINE;"
IN VIVO MODELS FOR HUMAN GENITAL TISSUES AND SEXUALLY TRANSMITTED DISEASES,P01AI037829,2002,"HOWETT, MARY K. KATHERINE;"
EFFICACY OF MICROBICIDES IN CHLAMYDIA TRACHOMATIS,P01AI037829,2002,"WYRICK, PRISCILLA B.;"
MICROBICIDES IN MODEL SYSTEMS,P01AI037829,2003,"HOWETT, MARY K. KATHERINE;"
GENE REGULATION IN T HELPER 2 CELLS,P01AI037833,1996,"GLIMCHER, LAURIE H;"
GENE REGULATION IN T HELPER 2 CELLS,P01AI037833,1997,"GLIMCHER, LAURIE H;"
GENE REGULATION IN T HELPER 2 CELLS,P01AI037833,1998,"GLIMCHER, LAURIE H;"
MICROBICIDAL AGENTS FOR HSV AND HIV-1--IN VITRO STUDIES,P01AI037940,1995,"SPEAR, PATRICIA G;"
TOPICAL MICROBICIDES AND BIOLOGY OF VENEREAL PATHOGENS,P01AI037940,1995,"STANBERRY, LAWRENCE R;"
MICROBICIDAL AGENTS FOR HSV AND HIV-1--IN VITRO STUDIES,P01AI037940,1996,"SPEAR, PATRICIA G;"
TOPICAL MICROBICIDES AND BIOLOGY OF VENEREAL PATHOGENS,P01AI037940,1997,"STANBERRY, LAWRENCE R;"
MICROBICIDAL AGENTS FOR HSV AND HIV-1--IN VITRO STUDIES,P01AI037940,1997,"SPEAR, PATRICIA G;"
MICROBICIDAL AGENTS FOR HSV AND HIV-1--IN VITRO STUDIES,P01AI037940,1998,"SPEAR, PATRICIA G;"
TOPICAL MICROBICIDES AND BIOLOGY OF VENEREAL PATHOGENS,P01AI037940,1998,"STANBERRY, LAWRENCE R;"
TOPICAL MICROBICIDES &BIOLOGY OF VENEREAL PATHOGENS,P01AI037940,1999,"STANBERRY, LAWRENCE R;"
ANTIMICROBIALS AGAINST  HSV AND HIV-1  INFECTION,P01AI037940,1999,"HEROLD, BETSY C.;"
ANTIMICROBIALS AGAINST  HSV AND HIV-1  INFECTION,P01AI037940,2000,"HEROLD, BETSY C.;"
TOPICAL MICROBICIDES &BIOLOGY OF VENEREAL PATHOGENS,P01AI037940,2000,"STANBERRY, LAWRENCE R;"
TOPICAL MICROBICIDES &BIOLOGY OF VENEREAL PATHOGENS,P01AI037940,2000,"STANBERRY, LAWRENCE R;"
ANTIMICROBIALS AGAINST  HSV AND HIV-1  INFECTION,P01AI037940,2000,"HEROLD, BETSY C.;"
TOPICAL MICROBICIDES &BIOLOGY OF VENEREAL PATHOGENS,P01AI037940,2001,"STANBERRY, LAWRENCE R;"
ANTIMICROBIALS AGAINST  HSV AND HIV-1  INFECTION,P01AI037940,2001,"HEROLD, BETSY C.;"
TOPICAL MICROBICIDES &BIOLOGY OF VENEREAL PATHOGENS,P01AI037940,2002,"STANBERRY, LAWRENCE R;"
ANTIMICROBIALS AGAINST  HSV AND HIV-1  INFECTION,P01AI037940,2002,"HEROLD, BETSY C.;"
TOPICAL MICROBICIDES &BIOLOGY OF VENEREAL PATHOGENS,P01AI037940,2003,"STANBERRY, LAWRENCE R;"
TOPICAL PROTEGRINS TO PREVENT STDS AND HIV INFECTION,P01AI037945,1995,"LEHRER, ROBERT IRVING;"
TOPICAL PROTEGRINS TO PREVENT SEXUALLY TRANSMITTED DISEASES AND HIV INFECTION,P01AI037945,1995,"MILES, STEVEN;"
TOPICAL PROTEGRINS TO PREVENT SEXUALLY TRANSMITTED DISEASES AND HIV INFECTION,P01AI037945,1995,"LEHRER, ROBERT IRVING;"
TOPICAL PROTEGRINS TO PREVENT SEXUALLY TRANSMITTED DISEASES AND HIV INFECTION,P01AI037945,1996,"MILES, STEVEN A;"
TOPICAL PROTEGRINS TO PREVENT SEXUALLY TRANSMITTED DISEASES AND HIV INFECTION,P01AI037945,1996,"LEHRER, ROBERT IRVING;"
TOPICAL PROTEGRINS TO PREVENT STDS AND HIV INFECTION,P01AI037945,1996,"LEHRER, ROBERT IRVING;"
TOPICAL PROTEGRINS TO PREVENT SEXUALLY TRANSMITTED DISEASES AND HIV INFECTION,P01AI037945,1997,"MILES, STEVEN A;"
TOPICAL PROTEGRINS TO PREVENT SEXUALLY TRANSMITTED DISEASES AND HIV INFECTION,P01AI037945,1997,"LEHRER, ROBERT IRVING;"
TOPICAL PROTEGRINS TO PREVENT STDS AND HIV INFECTION,P01AI037945,1997,"LEHRER, ROBERT IRVING;"
TOPICAL PROTEGRINS TO PREVENT SEXUALLY TRANSMITTED DISEASES AND HIV INFECTION,P01AI037945,1998,"MILES, STEVEN A;"
TOPICAL PROTEGRINS TO PREVENT SEXUALLY TRANSMITTED DISEASES AND HIV INFECTION,P01AI037945,1998,"LEHRER, ROBERT IRVING;"
TOPICAL PROTEGRINS TO PREVENT STDS AND HIV INFECTION,P01AI037945,1998,"LEHRER, ROBERT IRVING;"
INTERACTION OF ANTIBACTERIAL PEPTIDES WITH GONOCOCCI,P01AI037945,1999,"SHAFER, WILLIAM MAURICE;"
TOPICAL PROTEGRINS TO PREVENT STDS &HIV INFECTION,P01AI037945,1999,"LEHRER, ROBERT IRVING;"
CHLAMYDIA TRACHOMATIS AND BACTERIAL VAGINOSIS,P01AI037945,1999,"WAGAR, ELIZABETH;"
TOPICAL PROTEGRINS TO PREVENT STDS &HIV INFECTION,P01AI037945,2000,"LEHRER, ROBERT IRVING;"
CHLAMYDIA TRACHOMATIS AND BACTERIAL VAGINOSIS,P01AI037945,2000,"WAGAR, ELIZABETH;"
INTERACTION OF ANTIBACTERIAL PEPTIDES WITH GONOCOCCI,P01AI037945,2000,"SHAFER, WILLIAM MAURICE;"
CHLAMYDIA TRACHOMATIS AND BACTERIAL VAGINOSIS,P01AI037945,2001,"WAGAR, ELIZABETH;"
INTERACTION OF ANTIBACTERIAL PEPTIDES WITH GONOCOCCI,P01AI037945,2001,"SHAFER, WILLIAM MAURICE;"
TOPICAL PROTEGRINS TO PREVENT STDS &HIV INFECTION,P01AI037945,2001,"LEHRER, ROBERT IRVING;"
TOPICAL PROTEGRINS TO PREVENT STDS &HIV INFECTION,P01AI037945,2002,"LEHRER, ROBERT IRVING;"
CHLAMYDIA TRACHOMATIS AND BACTERIAL VAGINOSIS,P01AI037945,2002,"WAGAR, ELIZABETH;"
INTERACTION OF ANTIBACTERIAL PEPTIDES WITH GONOCOCCI,P01AI037945,2002,"SHAFER, WILLIAM MAURICE;"
TOPICAL PROTEGRINS TO PREVENT STDS &HIV INFECTION,P01AI037945,2003,"LEHRER, ROBERT IRVING;"
STRUCTURE/FUNCTION OF PROTOZOAN SIALIDASES,P01AI038084,1995,"PEREIRAPERRIN, MERCIO A;"
STRUCTURE/FUNCTION OF PROTOZOAN SIALIDASES,P01AI038084,1997,"PEREIRAPERRIN, MERCIO A;"
STRUCTURE/FUNCTION OF PROTOZOAN SIALIDASES,P01AI038084,1998,"PEREIRAPERRIN, MERCIO A;"
VAGINAL MICROBICIDES FOR PREVENTION OF STDS/HIV,P01AI039061,1995,"HILLIER, SHARON L;"
HYDROGEN PEROXIDE GENERATING LACTOBACILLI AND MONOPEROXIDASE AS MICROBICIDES,P01AI039061,1996,"KLEBANOFF, SEYMOUR J;"
CORE--CLINICAL CORE,P01AI039061,1996,"WATTS, D H;"
VAGINAL MICROBICIDES FOR PREVENTION OF STDS/HIV,P01AI039061,1996,"HILLIER, SHARON L;"
HYDROGEN PEROXIDE GENERATING LACTOBACILLI AND MONOPEROXIDASE AS MICROBICIDES,P01AI039061,1997,"KLEBANOFF, SEYMOUR J;"
VAGINAL MICROBICIDES FOR PREVENTION OF STDS/HIV,P01AI039061,1997,"HILLIER, SHARON L;"
CORE--CLINICAL CORE,P01AI039061,1997,"WATTS, D H;"
VAGINAL MICROBICIDES FOR PREVENTION OF STDS/HIV,P01AI039061,1998,"HILLIER, SHARON L;"
CORE--CLINICAL CORE,P01AI039061,1998,"WATTS, D H;"
HYDROGEN PEROXIDE GENERATING LACTOBACILLI AND MONOPEROXIDASE AS MICROBICIDES,P01AI039061,1998,"KLEBANOFF, SEYMOUR J;"
ANTI-HIV MICROBICIDES IN CELLS AND TISSUES,P01AI039061,1999,"GUPTA, PHALGUNI;"
Topical Microbicides for Prevention of STDs/HIV,P01AI039061,1999,"HILLIER, SHARON L;"
CORE--MICROBIOLOGY FACILITY,P01AI039061,1999,"HILLIER, SHARON L;"
TRANSPORT AND ACTIVITY OF MICROBICIDES FORMULATIONS,P01AI039061,1999,"ROHAN, LISA C;"
ANTIMICROBIAL LIPIDS AND PEPTIDES AS  MICROBICIDES,P01AI039061,1999,"ISAACS, CHARLES E;"
TRANSPORT AND ACTIVITY OF MICROBICIDES FORMULATIONS,P01AI039061,2000,"ROHAN, LISA C;"
ANTI-HIV MICROBICIDES IN CELLS AND TISSUES,P01AI039061,2000,"GUPTA, PHALGUNI;"
CORE--MICROBIOLOGY FACILITY,P01AI039061,2000,"HILLIER, SHARON L;"
ANTIMICROBIAL LIPIDS AND PEPTIDES AS  MICROBICIDES,P01AI039061,2000,"ISAACS, CHARLES E;"
Topical Microbicides for Prevention of STDs/HIV,P01AI039061,2000,"HILLIER, SHARON L;"
Topical Microbicides for Prevention of STDs/HIV,P01AI039061,2001,"HILLIER, SHARON L;"
ANTI-HIV MICROBICIDES IN CELLS AND TISSUES,P01AI039061,2001,"GUPTA, PHALGUNI;"
Topical Microbicides for Prevention of STDs/HIV,P01AI039061,2001,"HILLIER, SHARON L;"
Topical Microbicides for Prevention of STDs/HIV,P01AI039061,2002,"HILLIER, SHARON L;"
Topical Microbicides for Prevention of STDs/HIV,P01AI039061,2002,"HILLIER, SHARON L;"
ANTI-HIV MICROBICIDES IN CELLS AND TISSUES,P01AI039061,2002,"GUPTA, PHALGUNI;"
Topical Microbicides for Prevention of STDs/HIV,P01AI039061,2003,"HILLIER, SHARON L;"
XENOGENEIC IMMUNE RECONSTITUTION IN SIV INFECTION,P01AI039755,1996,"JOHNSON, R;"
THYMUS TRANSPLANTATION,P01AI039755,1996,"SACHS, DAVID H;"
MURINE STUDIES OF XENOTRANSPLANTATION,P01AI039755,1996,"SYKES, MEGAN;"
XENOGENEIC STEM CELL AND THYMIC REPLACEMENT IN AIDS,P01AI039755,1996,"SYKES, MEGAN;"
XENOGENEIC IMMUNE RECONSTITUTION IN SIV INFECTION,P01AI039755,1997,"JOHNSON, R. PAUL;"
MURINE STUDIES OF XENOTRANSPLANTATION,P01AI039755,1997,"SYKES, MEGAN;"
XENOGENEIC STEM CELL AND THYMIC REPLACEMENT IN AIDS,P01AI039755,1997,"SYKES, MEGAN;"
XENOGENEIC STEM CELL AND THYMIC REPLACEMENT IN AIDS,P01AI039755,1997,"SYKES, MEGAN;"
THYMUS TRANSPLANTATION,P01AI039755,1997,"SACHS, DAVID H;"
XENOGENEIC IMMUNE RECONSTITUTION IN SIV INFECTION,P01AI039755,1998,"JOHNSON, R. PAUL;"
XENOGENEIC STEM CELL AND THYMIC REPLACEMENT IN AIDS,P01AI039755,1998,"SYKES, MEGAN;"
MURINE STUDIES OF XENOTRANSPLANTATION,P01AI039755,1998,"SYKES, MEGAN;"
XENOGENEIC STEM CELL AND THYMIC REPLACEMENT IN AIDS,P01AI039755,1998,"SYKES, MEGAN;"
THYMUS TRANSPLANTATION,P01AI039755,1998,"SACHS, DAVID H;"
THYMUS TRANSPLANTATION,P01AI039755,1999,"SACHS, DAVID H;"
XENOGENEIC STEM CELL AND THYMIC REPLACEMENT IN AIDS,P01AI039755,1999,"SYKES, MEGAN;"
XENOGENEIC IMMUNE RECONSTITUTION IN SIV INFECTION,P01AI039755,1999,"JOHNSON, R. PAUL;"
MURINE STUDIES OF XENOTRANSPLANTATION,P01AI039755,1999,"SYKES, MEGAN;"
MURINE STUDIES OF XENOTRANSPLANTATION,P01AI039755,2000,"SYKES, MEGAN;"
XENOGENEIC STEM CELL AND THYMIC REPLACEMENT IN AIDS,P01AI039755,2000,"SYKES, MEGAN;"
THYMUS TRANSPLANTATION,P01AI039755,2000,"SACHS, DAVID H;"
XENOGENEIC IMMUNE RECONSTITUTION IN SIV INFECTION,P01AI039755,2000,"JOHNSON, R. PAUL;"
THYMUS TRANSPLANTATION,P01AI039755,2001,"SACHS, DAVID H;"
Xenogeneic Stem Cell and Thymic Replacement in AIDS,P01AI039755,2001,"SYKES, MEGAN;"
MURINE STUDIES OF XENOTRANSPLANTATION,P01AI039755,2001,"SYKES, MEGAN;"
XENOGENEIC IMMUNE RECONSTITUTION IN SIV INFECTION,P01AI039755,2001,"JOHNSON, R. PAUL;"
Xenogeneic Stem Cell and Thymic Replacement in AIDS,P01AI039755,2002,"SYKES, MEGAN;"
MURINE STUDIES OF XENOTRANSPLANTATION,P01AI039755,2002,"SYKES, MEGAN;"
THYMUS TRANSPLANTATION,P01AI039755,2002,"SACHS, DAVID H;"
XENOGENEIC IMMUNE RECONSTITUTION IN SIV INFECTION,P01AI039755,2002,"JOHNSON, R. PAUL;"
Xenogeneic Stem Cell and Thymic Replacement in AIDS,P01AI039755,2003,"SYKES, MEGAN;"
Xenogeneic Stem Cell and Thymic Replacement in AIDS,P01AI039755,2004,"SYKES, MEGAN;"
CORE--EARLY HIV-1 INFECTION CORRELATES OF IMMUNE RESPONSE,P01AI040237,1996,"BLATTNER, WILLIAM ALBERT;"
NEUTRALIZING ANTIBODY RESPONSES IN EARLY STAGES OF HIV-1 INFECTION,P01AI040237,1996,"MATTHEWS, THOMAS J;"
CORE--VIROLOGY,P01AI040237,1996,"GREENBERG, MICHAEL LAWRENCE;"
CELLULAR &CYTOTOXIC REACTIVITIES ASSOCIATED WITH PRIMARY HIV-1 INFECTION,P01AI040237,1996,"WEINHOLD, KENT J.;"
NON-NEUTRALIZING ANTIBODIES IN ACUTE PRIMARY HIV INFECTION,P01AI040237,1996,"MONTEFIORI, DAVID C;"
CELLULAR &CYTOTOXIC REACTIVITIES ASSOCIATED WITH PRIMARY HIV-1 INFECTION,P01AI040237,1997,"WEINHOLD, KENT J.;"
HOST VIRUS INTERACTIONS DURING ACUTE INFECTION,P01AI040237,1997,"BOLOGNESI, DANI P.;"
CORE--VIROLOGY,P01AI040237,1997,"GREENBERG, MICHAEL LAWRENCE;"
NEUTRALIZING ANTIBODY RESPONSES IN EARLY STAGES OF HIV-1 INFECTION,P01AI040237,1997,"MATTHEWS, THOMAS J;"
CORE--EARLY HIV-1 INFECTION CORRELATES OF IMMUNE RESPONSE,P01AI040237,1997,"BLATTNER, WILLIAM ALBERT;"
NON-NEUTRALIZING ANTIBODIES IN ACUTE PRIMARY HIV INFECTION,P01AI040237,1997,"MONTEFIORI, DAVID C;"
HOST VIRUS INTERACTIONS DURING ACUTE INFECTION,P01AI040237,1998,"WEINHOLD, KENT J.;"
CELLULAR &CYTOTOXIC REACTIVITIES ASSOCIATED WITH PRIMARY HIV-1 INFECTION,P01AI040237,1998,"WEINHOLD, KENT J.;"
NEUTRALIZING ANTIBODY RESPONSES IN EARLY STAGES OF HIV-1 INFECTION,P01AI040237,1998,"MATTHEWS, THOMAS J;"
CORE--EARLY HIV-1 INFECTION CORRELATES OF IMMUNE RESPONSE,P01AI040237,1998,"BLATTNER, WILLIAM ALBERT;"
CORE--VIROLOGY,P01AI040237,1998,"GREENBERG, MICHAEL LAWRENCE;"
NON-NEUTRALIZING ANTIBODIES IN ACUTE PRIMARY HIV INFECTION,P01AI040237,1998,"MONTEFIORI, DAVID C;"
NON-NEUTRALIZING ANTIBODIES IN ACUTE PRIMARY HIV INFECTION,P01AI040237,1999,"MONTEFIORI, DAVID C;"
CELLULAR &CYTOTOXIC REACTIVITIES ASSOCIATED WITH PRIMARY HIV-1 INFECTION,P01AI040237,1999,"WEINHOLD, KENT J.;"
NEUTRALIZING ANTIBODY RESPONSES IN EARLY STAGES OF HIV-1 INFECTION,P01AI040237,1999,"MATTHEWS, THOMAS J;"
HOST VIRUS INTERACTIONS DURING ACUTE INFECTION,P01AI040237,1999,"WEINHOLD, KENT J.;"
CORE--EARLY HIV-1 INFECTION CORRELATES OF IMMUNE RESPONSE,P01AI040237,1999,"BLATTNER, WILLIAM ALBERT;"
NON-NEUTRALIZING ANTIBODIES IN ACUTE PRIMARY HIV INFECTION,P01AI040237,2000,"MONTEFIORI, DAVID C;"
HOST VIRUS INTERACTIONS DURING ACUTE INFECTION,P01AI040237,2000,"WEINHOLD, KENT J.;"
NEUTRALIZING ANTIBODY RESPONSES IN EARLY STAGES OF HIV-1 INFECTION,P01AI040237,2000,"MATTHEWS, THOMAS J;"
CELLULAR &CYTOTOXIC REACTIVITIES ASSOCIATED WITH PRIMARY HIV-1 INFECTION,P01AI040237,2000,"WEINHOLD, KENT J.;"
CORE--EARLY HIV-1 INFECTION CORRELATES OF IMMUNE RESPONSE,P01AI040237,2000,"BLATTNER, WILLIAM ALBERT;"
CORE--VIROLOGY,P01AI040237,2000,"GREENBERG, MICHAEL LAWRENCE;"
SUPPORT FOR VIROLOGICAL/BIOCHEMICAL IDENTIFICATION OF INHIBITORS OF HIV-1 KINASES,P01AI040702,1996,"STEVENSON, MARIO;"
COMPOUNDS WHICH INHIBIT ACTIVITY OF KINASES INVOLVED IN HIV-1 GAG PHOSPHORYLATION,P01AI040702,1996,"TARPLEY, W G;"
INHIBITORS OF KINASES REQUIRED FOR HIV-1 INFECTIVITY,P01AI040702,1996,"STEVENSON, MARIO;"
CLONING AND CHARACTERIZATION OF KINASES INVOLVED IN HIV-1 GAG PHOSPHORYLATION,P01AI040702,1996,"CZECH, MICHAEL P;"
SUPPORT FOR VIROLOGICAL/BIOCHEMICAL IDENTIFICATION OF INHIBITORS OF HIV-1 KINASES,P01AI040702,1997,"STEVENSON, MARIO;"
COMPOUNDS WHICH INHIBIT ACTIVITY OF KINASES INVOLVED IN HIV-1 GAG PHOSPHORYLATION,P01AI040702,1997,"TARPLEY, W G;"
INHIBITORS OF KINASES REQUIRED FOR HIV-1 INFECTIVITY,P01AI040702,1997,"STEVENSON, MARIO;"
CLONING AND CHARACTERIZATION OF KINASES INVOLVED IN HIV-1 GAG PHOSPHORYLATION,P01AI040702,1997,"CZECH, MICHAEL P;"
INHIBITORS OF KINASES REQUIRED FOR HIV-1 INFECTIVITY,P01AI040702,1998,"STEVENSON, MARIO;"
CLONING AND CHARACTERIZATION OF KINASES INVOLVED IN HIV-1 GAG PHOSPHORYLATION,P01AI040702,1998,"CZECH, MICHAEL P;"
SUPPORT FOR VIROLOGICAL/BIOCHEMICAL IDENTIFICATION OF INHIBITORS OF HIV-1 KINASES,P01AI040702,1998,"STEVENSON, MARIO;"
COMPOUNDS WHICH INHIBIT ACTIVITY OF KINASES INVOLVED IN HIV-1 GAG PHOSPHORYLATION,P01AI040702,1998,"TARPLEY, W G;"
CLONING AND CHARACTERIZATION OF KINASES INVOLVED IN HIV-1 GAG PHOSPHORYLATION,P01AI040702,1999,"CZECH, MICHAEL P;"
INHIBITORS OF KINASES REQUIRED FOR HIV-1 INFECTIVITY,P01AI040702,1999,"STEVENSON, MARIO;"
SUPPORT FOR VIROLOGICAL/BIOCHEMICAL IDENTIFICATION OF INHIBITORS OF HIV-1 KINASES,P01AI040702,1999,"STEVENSON, MARIO;"
COMPOUNDS WHICH INHIBIT ACTIVITY OF KINASES INVOLVED IN HIV-1 GAG PHOSPHORYLATION,P01AI040702,1999,"TARPLEY, W G;"
CORE--RETROVIRAL VECTOR CONSTRUCTION FACILITY,P01AI040981,1997,"GILBOA, ELI;"
HIV GENE THERAPY WITH RNA INHIBITORS,P01AI040981,1997,"GILBOA, ELI;"
SYSTEMATIC DEVELOPMENT OF IMPROVED RNA INHIBITORS OF HIV,P01AI040981,1997,"SULLENGER, BRUCE ALAN;"
HIV RIBOZYMES IN UCB STEM CELLS,P01AI040981,1997,"SMITH, CLAYTON A;"
HIV GENE THERAPY WITH RNA INHIBITORS,P01AI040981,1998,"GILBOA, ELI;"
SYSTEMATIC DEVELOPMENT OF IMPROVED RNA INHIBITORS OF HIV,P01AI040981,1998,"SULLENGER, BRUCE ALAN;"
CORE--RETROVIRAL VECTOR CONSTRUCTION FACILITY,P01AI040981,1998,"GILBOA, ELI;"
HIV RIBOZYMES IN UCB STEM CELLS,P01AI040981,1998,"SMITH, CLAYTON A;"
HIV GENE THERAPY WITH RNA INHIBITORS,P01AI040981,1999,"GILBOA, ELI;"
SYSTEMATIC DEVELOPMENT OF IMPROVED RNA INHIBITORS OF HIV,P01AI040981,1999,"SULLENGER, BRUCE ALAN;"
HIV RIBOZYMES IN UCB STEM CELLS,P01AI040981,1999,"SMITH, CLAYTON A;"
HIV RIBOZYMES IN UCB STEM CELLS,P01AI040981,2000,"SMITH, CLAYTON A;"
SYSTEMATIC DEVELOPMENT OF IMPROVED RNA INHIBITORS OF HIV,P01AI040981,2000,"SULLENGER, BRUCE ALAN;"
HIV GENE THERAPY WITH RNA INHIBITORS,P01AI040981,2000,"GILBOA, ELI;"
CORE--RETROVIRAL VECTOR CONSTRUCTION FACILITY,P01AI040981,2000,"GILBOA, ELI;"
CAPSID TARGETED VIRAL INACTIVATION,P01AI041215,1997,"BOEKE, JEF D;"
CAPSID TARGETED VIRAL INACTIVATION,P01AI041215,1997,"BOEKE, JEF D;"
DEVELOPMENT OF AAV VECTORS,P01AI041215,1997,"KURTZMAN, GARY J;"
ACCESSORY PROTEIN TARGETED VIRAL INACTIVATION,P01AI041215,1997,"HAHN, BEATRICE H;"
ACCESSORY PROTEIN TARGETED VIRAL INACTIVATION,P01AI041215,1998,"HAHN, BEATRICE H;"
CAPSID TARGETED VIRAL INACTIVATION,P01AI041215,1998,"BOEKE, JEF D;"
CAPSID TARGETED VIRAL INACTIVATION,P01AI041215,1998,"BOEKE, JEF D;"
DEVELOPMENT OF AAV VECTORS,P01AI041215,1998,"KURTZMAN, GARY J;"
ACCESSORY PROTEIN TARGETED VIRAL INACTIVATION,P01AI041215,1999,"HAHN, BEATRICE H;"
CAPSID TARGETED VIRAL INACTIVATION,P01AI041215,1999,"BOEKE, JEF D;"
CAPSID TARGETED VIRAL INACTIVATION,P01AI041215,1999,"BOEKE, JEF D;"
DEVELOPMENT OF AAV VECTORS,P01AI041215,2000,"KURTZMAN, GARY J;"
ACCESSORY PROTEIN TARGETED VIRAL INACTIVATION,P01AI041215,2000,"HAHN, BEATRICE H;"
CAPSID TARGETED VIRAL INACTIVATION,P01AI041215,2000,"BOEKE, JEF D;"
CAPSID TARGETED VIRAL INACTIVATION,P01AI041215,2000,"BOEKE, JEF D;"
MECHANISMS OF VIRAL MEDIATED IMMUNE EVASION,P01AI042257,1997,"CARROLL, MICHAEL CRAIG;"
MECHANISMS OF VIRAL MEDIATED IMMUNE EVASION,P01AI042257,1998,"CARROLL, MICHAEL CRAIG;"
MECHANISMS OF VIRAL MEDIATED IMMUNE EVASION,P01AI042257,1999,"CARROLL, MICHAEL CRAIG;"
MECHANISMS OF VIRAL MEDIATED IMMUNE EVASION,P01AI042257,2000,"CARROLL, MICHAEL CRAIG;"
